review_text,review_score
"It's the kind of game that a family can enjoy together, and perhaps is best in that sense. Ironic gen-Xers and urban wiggers probably won't get much from it, but then that's why games like Need For Speed and GTA exist. [PC Zone]",6
"After its stormy development, FF12 isn't just a worthy installment of the series, but a great RPG in its own right, one that thinks differently and feels all the better for it. [JPN Import; June 2006, p.72] Stunning Design. [Feb 2007, p.66]",9
"It's easily one of the better titles on the system. If you've any love for electronic music then the soundtrack alone is probably worth it, but as a puzzler there simply isn't anything else around that even comes close. Essential day one stuff.",8
"I can safely recommend NBA 2K23 to every sports games fan, even though the microtransactions are extremely aggressive. The gameplay is too good, and I hope future updates won’t break it.",9
"Californium is a pitch perfect visualization of the death rattle of the hippie dream, a glimpse into worlds locked behind the liquid dreams of acid. It is also suffers from design and pacing flaws that take away from the overall experience and limit its audience.",6
"For fans or even gamers just interested in action hack n' slash games a like, you can't do wrong to invest some time in Wolverine's latest gaming outing, for the most part it offers up a visceral ride of gory action.",8
"Need for Speed Unbound brings plenty of style and builds upon the high stakes dynamic established in 2019’s Heat to create an engaging and enjoyable open world racing game. The large emphasis on story falls flat once again particularly during the slow opening hours, and the online mode lacks some of the best aspects of the single player mode, including police and Takeover events. Fortunately, the excellent performance and smart overhaul to the turbo system ensures the moment-to-moment gameplay always feels great, and the huge amount of unlockable vehicles, customization options and optional activities and collectibles means there’s always plenty to do each time you make the trip to Lakeshore City.",8
"You know you've found a great puzzler when even the earliest levels in the game leave you feeling completely rewarded. Crush accomplishes this feat thanks to its 40 superbly-designed mazes, fantastic art style, and terrific original concept.",9
Even when it hits the $20 bargain bins it's still going to be a bad game. I can't stress enough that if you have a PC remotely capable of playing Mafia then please get the PC version.,9
"With around 40 mini-games included Raving Rabbids: Alive & Kicking, the biggest highlight of this game is how well some of these games work, especially with the Kinect controller which has copped some flack over the last year.",2
"Final Fantasy VII Rebirth is the culmination at all levels of the current Action RPG. An immense, brave and ambitious work, capable of giving the best possible homage to the original classic while introducing its own vision.",7
"After playing this game, I don't think I will even think I'll ever lay eyes on rollercoaster tycoon again even if it did just launch onto the Xbox not to long ago. I think I will stick with this game.",10
"If you are more into structured RPGs or adventures with a little more plot, story, and character interaction...you may want to run to the video store for this one and see if it's for you.",7
"Nebuchadnezzar is not as great as Pharaoh, the legendary city builder in whose footsteps it follows. However, it’s an interesting game that will satisfy your desire to build ancient cities, even if it relies too much on burdensome micromanagement. [05/2021, p.40]",5
"Why are so many missions so dull? Why is the combat-radio voice work so insipid? And which unemployed sports commentator and soccer mom did the tutorial and combat voices, respectively?",6
"I can see the kids (the younger the better) enjoying some of the byplay between Hornball Harry and the jaguar, but if they manage to get that far with the awkward controls and loopy camera, then they&#146;re pretty strong gamers for their age. Skip this one.",3
"Rabbids: Alive & Kicking is definitely a unique approach to playing around with those mischievous critters. Much of the insanity and charm is back along with some new physical gameplay that might prove a bit too much for those, like myself, who come unprepared.",4
"While it is one of the better looking first-person games to come out this year, it isn’t the most technically savvy. The gameplay isn’t perfectly honed, but an ever-changing mix of clever ideas, evocative locations, and engaging characters tap the best traditions of the Western genre.",6
"With weak exploration which tends towards being more tedious, and even exhausting, combat which trips over itself to constantly interrupt the player, and an overall feeling of awkwardness in the presentation, getting through The Thaumaturge's low moments can be a real struggle. However, on the other side is a compelling and interesting political slow burn which weaves the role of magic and Thaumaturgy into real historical scheming, even if that means the more interesting aspects of the world take a backseat. This is alongside an engaging core combat loop and some excellent creature designs. If you can stomach the slow start and are willing to play into the game's more obtuse aspects, particularly the walls of emotive text, The Thaumaturge is sure to be another exciting CRPG for you.",7
"Mini Motorways is a game that I can just vibe with. There was a period of time when I’d boot Mini Metro every single day in order to undertake the daily challenge. I can see that being the case again here. There’s an intricate, impossible-feeling balance to this game; it is fiendishly difficult and filled with tactical nuance with even things like the angle of how roads join one another impacting traffic speed - and yet it is also joyously mellow and inviting, the perfect way to whittle away some spare minutes. I can barely say a bad word about it.",8
"The improved out-of-car experience, better gun handling, added driving-and-shooting mechanic, and the slew of changes all culminate in this being a much better outing that ""Driver 3.""",7
"There are certainly problems with the title, but the same gore and humor from the movies is intact for the game, which is key. Fans will love hearing their hero back in action again, and while short lived, will enjoy taking down the deadites as well.",6
"If Telltale can figure out a way to weave together all of the possible branches in the story to create a second season (and beyond), then that will hopefully make all of the doom and gloom from the first season more worthwhile. But if Telltale has painted themselves into a corner, and this season is it, then I wouldn’t recommend the game at all, unless your idea of fun is getting punched in the face repeatedly.",3
"A Total War Saga: TROY does a good job in retelling the events of the Trojan War by using interesting elements from Greek mythology as well as the Iliad. However, there were times where the controls felt a little stiff, such as troop organization. The game also doesn’t meet its full potential graphically. That said, battles are simplistic to play but difficult to master. Since there are different lead characters to play as, TROY offers plenty of replay value as well as a chance to enjoy some Greek mythology on each run. It's not a perfect game, but fighting the Minotaur is too cool to pass up.",7
"The Great Escape is saved by a few good set-pieces and the licence, but it's hard not to feel hard done by. Those willing to endure yet another stealth game could find their morale ebbing away by the end of this. [Edge]",4
"This is the sort of game that seems destined to go down as a cult classic, but should really be enjoyed by anyone with a 3DS system. It’s a true triumph of gameplay over spectacle, and a hugely engaging experience from start to finish.",9
"Concord may not be worth $40 to some, but that doesn’t mean there isn’t $40 worth of game here. With PlayStation levels of production value, and exceptional gameplay, fans of hero or team-based shooters should find Concord appealing – if they give it a chance.",8
"A dodgy camera and touchy controls can be fixed. I know I wasn't the only one at E3 who told the producer that the camera was a mess. But, alas, they shipped this most stylish and most gore-riffic game with its major problems still intact.",5
"Taken individually, each section of Hell Yeah! could be called derivative. Put them all together, and the game as a whole is greater than the sum of its parts. It may lean toward the easy side, but for anyone who grew up during the 16-bit era, Hell Yeah! hits all of the right notes.",7
"And that's what South of Midnight is: an unapologetic love letter to the American Deep South; specifically, the gothic vibes that permeate the mythology and superstitions of the region as well as the history and culture of the people who live there. It doesn't exactly wow with its combat and platforming, but these parts of the game are mechanically sound, and South of Midnight's memorable characters, incredible visuals, and catchy soundtrack are so strong that it doesn't really matter that the gameplay is just decent. South of Midnight is the type of story that will sit with you, and a good reminder that we need more games about the American Deep South. Compulsion Games hasn't made a direct sequel to any of its games yet, but it needs to make an exception here--I am not done with this world.",8
"While Onimusha: Warlords may be an older game, I believe it has stood the test of time fairly well, and has gotten me interested in checking out the later entries. The game is thoroughly enjoyable the whole way through with very few dull moments. Overall the game, albeit a short one, provides a great experience that culminates into a strong title.",7
"While Four Quarters’ title operates under the trappings of casual gaming, I’d say that Loop Hero works for quick sessions, and also as a more dedicated experience that might keep one up for long hours into the night. It cherrypicks the right elements from each of the genres it takes inspiration from, and gives back a completely fresh experience with oldschool appeal.",8
"Developed by Krillbite Studios and an indirect sequel of their previous game The Plan, Sunlight brings an exciting perspective on walking simulators. Far from replicating the environments in their past work such as the terrorizing atmosphere in Among The Sleep or the dreadful cities in Mosaic, this relaxing narrative adventure displays a more natural aesthetic, with both the auditive and visual aspects in it being genuinely delightful.",8
"A hurried game that attempts to borrow a previously successful formula and use it to boost franchise sales. Well, this reviewer says they’re going to have to try a lot harder than this to create fans.",3
"Far from the appeal of a Fallout 3, Metro Last Light bets on a really dark and nerve racking post-apocalyptic ambiance. This undoubtedly is the strong point of the game, but not the only one. The latest 4A's Games subtly mixes gunfights, stealth approach and storyline that confirm the literary roots of the script. Offering good immersion despite some minor problems with the AI, the game leads the player in a very intricate world. A world where the beauty of the graphics allows to forget about the drawbacks mentioned, especially on PC with potent graphics cards where the game can be put through its paces. If the fans of Metro 2033 will swear at the distribution method of the ""Ranger"" mode, they can be reassured, Metro Last Light is as good as it's prequel, and maybe even better.",9
"One of the more unfortunate things about this game is that for a supposedly comical kart racer, the drivers’ personalities rarely come through. At its worst, NASCAR Kart Racing stands out as little more than a marketing opportunity in a sport already filled with them.",4
"Onimusha: Warlords HD Remaster is intended for those looking for a trip down memory lane, but it won't impress others. It's an interesting historical artifact, but that's about all it has going for it.",4
"Sorry We're Closed beautifully takes that otherworldly psychological horror of games such as Silent Hill and puts its own colorful spin on things, resulting in a game filled with an eye-popping visual style, a terrific story with a clever look at relationships via angels and demons, and an amazing cast of characters, including one truly memorable and unsettling villain, alongside a lot of other surreal and spooky moments. While the combat may be a tad frustrating later on, it all still makes for a great entry into the genre and definitely one to pick up.",8
"This addon offers new challenges for veterans as well as improvements for beginners. Actually it's optimizing the whole game, not changing a lot, just making it better and more fun.",6
"The video game monster of Dr. Frankenstein, Valkyria Revolution is a huge pile of dozens of mismatched, poorly designed systems, bland presentation and poor design choices all over the board. It bears no similarities to its wonderful predecessors apart from an interesting plot, which is unfortunately torn apart by the thousands of cutscenes and loading screens.",2
"Darksiders 2 is a series of peaks and valleys, but you spend more time at the top than you do in the pits below. More importantly, you spend even more time climbing and descending, claiming treasures and delving into the most dangerous parts of the world.",7
"While it may not be the most groundbreaking of shooters, Emergence's merits far outweigh its smattering of faults, and with six to ten hours of entertainment to be had, you can't argue that it's not value for money, especially as it also comes bundled with a copy of the original SiN. Eleven quid you say? Bargain.",6
"There's an awful lot of gaming to be had here. While the updated version of the first Dead or Alive is only worthwhile for nostalgia's sake, the revamped DOA2 is a graphical masterpiece, and a blast to play online.",7
"Dynasty Warriors Strikeforce definitely has the same appeal (or lack thereof depending on your point of view) of its predecessors, but its long list of characters, upgradable attacks, varied weapons and bonus missions gives the series the kick in the ass it has so desperately needed for the last few years.",7
"Crappy graphics, but surprisingly enough it's a hardcore simulator game of the world fastest motorbikes. This title will definitely please those steering handlebars fans. The rest of gaming population will most likely get frightened by the game's requirements. [Issue#232]",5
"While not quite on a par with the PS5’s best graphics, it does a wonderful job conveying the actors’ emotions. And the storyline is tightly written and compelling. You’ll want to get onto the next episode. The gameplay is basic and only time will tell how the choices you make play out over the next four episodes. So for now, episode one is a good start. Very much a Telltale interactive story. And if you’re down with that and not too much actual gaming you’ll be satisfied.",7
"The base gameplay is decent, although the inclusion of power-up attacks and platforming obstacles only serves to muddle the experience, making success feel more like a matter of blind luck than skill.",5
"As engrossing and deep as Gallop Racer 2006 is, it's still a horse-racing simulation, after all. This severely limits the appeal of the game, as most people are probably more interested in managing a football franchise or a baseball team than a horse farm.",5
"When it comes down to it, The Darkest Faerie plays like a Zelda knockoff and looks like a Spyro ripoff. Save for the mote system, there really isn't anything interesting going on, which would be fine if the execution were better.",4
"The game felt easier just because of the fact that it holds your hand throughout the journey, and acts like a set of training wheels until the end. That doesn't mean the game isn't fun though.",6
"While I’m surprised that Just Dance 2014 continues the tradition of not letting us import our old tracks, it offers plenty of new features to make the series innovative instead of iterative.",6
"Yes, I have had some issues with Ronin, but I’ve still had fun. Enjoyable and frustrating this game may be, when all is said and done, there isn’t anything quite as satisfying as surprise tossing a thug out of a tenth story window and watching him sail into the darkness.",6
"In the end, Yonder is undeniably a fantastic game to sit back and chill with. If you're looking forward to some exploration, collection, and light building and farming elements, then Yonder is definitely right up your alley. However! There should be a heavy emphasis on ""light"" in the sentence up above! This is not the next Harvest Moon or Stardew Valley. No, this is a game with few puzzles, no combat, and filled to the brim with fetch quests and item collection. Yonder isn't without its charms, to be sure. But deep and engaging game play (and story) definitely isn't one of them.",7
Yonder: The Cloud Catcher Chronicles is a delightful little game that can appeal to players of all ages and skill levels. The island of Gemea – complete with its atmospheric weather and seasonal cycle – makes for the perfect destination if you're looking for a relaxing virtual vacation.,6
"The action is tremendously addictive and will keep you coming back for more. The most pleasant surprise was the mature plot and gruesome execution both literally and figuratively. It deals with the nature of war, the heavy toll it inflicts and those callous opportunists who see it as a business and humans as merely a commodity.",7
"While RPG Maker Fes is not the best at what it does, it certainly is very capable in doing a lot despite of its disadvantages. It also serves as a learning tool to give users interested in game design. There is great potential for user-created content in RPG Maker Fes, but similar to many user-driven games, the quality of the games are entirely at the hands of the community.",8
"I enjoyed this game up until the halfway point. Then, the sheer lack of any really new gameplay mechanics and the amazing repetitiveness of collecting really got to me. [July 2002, p.40]",6
"There are just a few things wrong with this game, like repetitive land battles, horrible AI and no save options that lead me to the conclusions that no one should get this game. There are plenty of great pirate games out there, if you want a good one look elsewhere.",6
"Crimsonland is exactly one video game: a perfectly competent twin-stick shooter, and nothing else. Unfortunately, the title’s quests feel a bit half-baked, and the whole thing could do with a facelift.",4
"If I could give Beyond Eyes more stars, I would. Rarely does a character emotion become so pronounced in my own being. When Rae was delighted, I’d laugh with excitement. When Rae was scared, I cowered alongside her. When Rae was upset I was quite literally found sobbing in the fetal position until the wave of emotion passed.",5
"The game seems to lack an overall level of polish, as you'll see some questionable AI and some occasional bouts of slowdown in the PS2 version of the game. Still, the gameplay itself is rock-solid.",6
"The game's strong points remain the atmosphere and the script, but if you're not willing to compromise when it comes to graphics and game length, you won't be able to enjoy the two things the producers got right.",5
"Pac-Man World Re-Pac is a fun look Pac in time to an era where 3D platformers were far more prominent than they are today. While it doesn’t quite outclass some of its contemporaries like Crash Bandicoot Warped and Super Mario 64, Pac-Man World isn’t one to miss if you’re looking for another solid 3D platforming adventure. Depending on how you view the new difficulty balances (or if you just really love Ms. Pac-Man) this is undoubtedly the best way to experience the PS1 classic.",6
"Once you get past the (incredibly frustrating) first hour or two, earn some cash, and buy or upgrade a few cars, it's an OK combat-racing game that's hamstrung by its appalling camera and handicapped AI, and both of those sabotage any satisfaction you might actually get from the game.",7
"Batman: Arkham Knight is a game that shows what can happen when a talented development studio is completely invested in a fictional universe and has mastered the technology to bring it to life. We’ve become the Batman before, but never quite like this.",4
"You shouldn&#146;t need double-jointed thumbs nor the kind of patience required to endure its faults. As it is, I can only recommend Mafia to those that for one reason or another cannot play the game on the PC. It isn&#146;t a bad game, it&#146;s just not all that it could be.",10
"If you&#146;ve played ""Final Fantasy Adventure"" and were looking to have as great of an experience with this game, you might be a little let down. Thankfully, Sword of Mana does not continue the downward slide that the Mana series seems to be suffering from in recent installments.",5
Riptide offers what Dead Island’s fans were waiting for: a “more of the same” splatter-gory gameplay with some tiny additions... but not enough to give everyone else something to remember!,6
"For all its early indulgence in balls (and the suggestion of which that line of “comedy” might head in), Ballhalla is still at its heart a clever little marble-rolling puzzler with plentiful moments of delightful frustration.",6
"Namco Museum is a fantastic self-contained package with an interesting offering of games that arcade fans will enjoy tearing into. It's found a suitable home on the Nintendo Switch. While it isn't rife with the ""virtual museum"" content previous games in the series back on the original PlayStation offered, it is a solid and feature-rich compilation title that's worth its asking price.",7
"The glaive is something that every action nut has to wrap his or her hands around. Like the BFG or the cerebral bore, you’ll remember this weapon forever. Sadly, you’ll remember the weapon more than the game itself.",7
"Following to the letter its own formula in terms of gameplay, controls, structure and open world design, Forza Horizon 5 becomes the new pinnacle of the franchise due to the special way that it transports us to the beautiful Mexican landscapes, taking harnessing all the power of the Xbox Series X to become one of the first games of this new generation that undoubtedly feels like a new generation. Some rough edges at the level and interface and progression slow it down from true perfection, but its virtues overshadow those flaws and of course, make it one of the best games of this 2021.",9
"Bad controls, horrible voice-over (it's just as cliche as it was last time), and the trademark and annoyingly pervasive EA Radio will tax not only your brain, but also your ears. Soccer may be a beautiful game, but it's about time to kick FIFA Street 2 to the gutter.",4
"Overall, I started the game with a bit of skepticism since I was only familiar with it’s turn based system which I quite enjoyed for the setting it was in, as it presented you with time to think and was more of an RTS, tactical kind of approach which I enjoyed greatly. At first it was a little odd to adjust to, but the faster pace gameplay fits the setting better than a turn based system would with all the options for combat they’ve put in and it actually gets quite addicting to play the different class roles, I miss the old play style, but I can enjoy both quite easily so I don’t feel I’m losing out. The games’ value is great too at $59.95 upon release, I’m actually quite pleased it’s not more, it’s around the average price for this kind of game, but in a world where a lot of games are $80+ for base editions and $100+ for special editions it’s a welcome bracket to fit into.",8
"It doesn’t raise the bar regarding the RTS genre’s standards and it doesn’t really come close to the existing ones, even though it does feature certain innovations over the previous titles of the series. Nevertheless, it’s a game with a solid universe for the background story, a large fan base, more than decent single-player campaign and, in regards to the graphics and sounds, it most certainly can go toe to toe with any RTS released in these last two years.",7
"A quality party game, so it's a real shame that the biggest new feature - the Quest mode - is so poor. And good though it is, it's only worth getting if you missed the previous one or you're an obsessive completist. [April 2006, p.86]",6
"Despite the high overall level of polish, Assault Heroes 2 feels like an overlong expansion pack - and at $10, it's one that costs twice the price of the original. Good game? Yes, but a tough sell.",6
"Crimsonland feels like an incomplete game. It has all the gameplay mechanics in place, but its backgrounds, character assets, music, and general presentation look and sound like they were put in for testing purposes while awaiting the real art and music to arrive. The twin-stick shooting at the core is fun, but the experience can’t help but be diminished by nearly every other aspect of the game.",5
"Punching healers in the face is fun, pulling people across the map is fun, cutting people up from behind is fun… Stunlock Studios basically took everything good about arena and hero combat and put it all together into one game. They removed the grind, the items, the buildup… and everyone is on the same level playing field.",8
"No pun intended, but Part Time UFO is the very definition of a pick-up-and-play effort. You know… pick up… with a claw… Ahem! Anyway, it's rewarding for short bursts and designed very well for this kind of play, with a level of polish not found in some other 'short burst' titles. It also saves some of its best surprises for the endgame.",7
"The new single-player story mode and bonus games add a little more longevity to the game, the fundamental experience is still largely the same as that offered in previous Mario Party games. If you bought ""Mario Party 4"" last year, Mario Party 5 is hard to recommend.",6
"NBA 2K23 suffers from an identity crisis. On one hand, it respects basketball fans like no other game ever has in the franchise; on the other, it continues to disrespect NBA 2K players. For every triple, there's a foul; for every fantastic detail in recreating the old NBA eras, there's a microtransaction barrier. A title that does so much right on the court manages to become practically intolerable when trying to play online. Our advice? Cherish the offline.",7
"GRIP: Combat Racing is an unpolished gem that’s currently too flawed to fully recommend. When it comes together – particularly in multiplayer – GRIP is capable of providing some of the most engaging future racing this side of Wipeout 2097, but it’s all too easy for it to fall apart, especially when you’re placed in the hands of the game’s cheating AI.",6
"It's not entirely free from the monotonous grind that's so common to the genre, but the more repetitious moments are balanced by bursts of fun personality and outrageous antics that keep up the zippy pace. [Nov 2012, p.85]",7
"This game simply serves as a letter to fans with enough of a stockpile of guilty pleasure moments stacked up throughout that any true fan must buy this game, sadly everything is lost on anyone that hasn't devoted serious time to at least several of the titles this game borrows characters from.",6
"Persona 4 Dancing All Night is a delightful departure from the series norm, and even fans that only have a passing knowledge of the franchise will get a kick out of how fun P4DAN really is to play.",7
"Those looking for a reboot of Ridge Racer or for something which may resemble the iconic Namco Bandai series will become dissapointed, but anyway Unbounded is a good racing game, which control you may love or hate, a bit limited in single player content but with a great potential for used-created content in the multiplayer mode.",8
"No, you won't find volumes of content or progressive new ideas, and the forced touchscreen controls are a minor strategic bungle. However, the well-paced single-player campaign is punctuated by a strong and varied weapon set and online multiplayer that hits an unprecedented level of quality for a handheld.",7
"The First Berserker: Khazan is one of the toughest action games and soulslikes in recent years. It's relentlessly punishing, with challenging spectacle fights and bosses to overcome. However, each challenge you do topple leads a sense of satisfaction that harkens back to the genre’s origins when everyone was less experienced at these games. That combat is only let down by a somewhat overwhelming story for newcomers to the Dungeon & Fighter (DNF) universe, a lack of accessibility options besides an easy difficulty, and a gear crafting system that feels unnecessary.",7
"A great game. Because of the differences from previous iterations it may be a little disappointing to die hard Mario Kart purists. But for anyone who likes the series in general, the decision to get this game is a no-brainer.",8
"Succeeds where ""Rollercoaster Tycoon"" and even ""Sim Theme Park"" failed&#8212;it gives you the true sensation of riding a rollercoaster, the logical tools to build them, and the ability to show your work quickly and easily.",7
"I have to say that overall I was pleasantly surprised with Warhammer 40,000: Kill Team. From the great visuals and sound, to the addictive gameplay, this is a pretty good XBLA title. The only thing that hurts this game somewhat is the short gameplay length and lack of online cooperative play. That being said, fans of twin-stick shooters, and fans of the Warhammer universe alike, will enjoy this title.",7
"Despite its impressive audiovisual presentation, it fails in the areas that make a game a game. It is beautiful in its own dismal way, and the story it tells is decent, but I could not wait for it to end so I would not have to deal with the frustrating control and dull design decisions.",6
"Imagine Buzz, but more colorful, with more ways to play and controlled with a phone. We’ve had a great time playing with friends, and if you enjoy this type of quiz show-like game, it’s worth your money.",7
"I still have major concerns about the game's combat, but Age of Empires: Definitive Edition is a good history lesson for what inspired me and so many others to love RTS genre so much. It’s a brilliant game with a ton of content and for such a low entry price, I think it’s worth a look even if it’s not perfect.",7
"Bellator: MMA Onslaught has very nice graphics and good A.I. It's just a shame that the animations are so clunky and bad. It feels like MMA Onslaught isn't a finished product, because of the few options and the horrible animations.",5
"An incredible mix of exploration, story, and setting, South of Midnight certainly resonated with me. While its individual parts mightn’t be groundbreaking, the way in which Compulsion Games has combined them certainly is. This is definitely one worth checking out.",8
"Forza Horizon 5 sets a new industry gold standard for racing game visuals, gameplay, and map design. Our expectations of map design just leveled up with Horizon 5, and it’s another massive victory for Game Pass members who will get it on release day. The good news for players is that there’s future DLC content to come, which will only add to what is comfortably the most exciting next-gen racing game released so far.",9
"NBA 2K23 is the Michael Jordan of the basketball games. Stunning visuals, improved gameplay and the additions of Eras to the MyNBA mode and the Jordan Challenges make it a must-have for basketball fans. The only issue with NBA 2K23 is an old one: microtransactions. But, if you're a 2K fan, you already know that.",9
"But if you're not a fan of this genre, don't be fooled by the hype – this is a solid rail shooter, but it's certainly not worth spending your money on, especially in this crowded and star-studded holiday shopping season.",8
"Thunder Blade is well done arcade port with lots of options that help to modernize the experience. Like most other old arcade games, personal interest is really what drives the game’s value. For players who either remember the arcade original or simply enjoy the style, it’s definitely worth checking out.",6
"We absolutely loved Final Fantasy VII Remake, but it's safe to say that Final Fantasy VII Rebirth surpasses it in every possible way. It's a masterpiece. It tells a grander tale, with more twists and turns that keep you on your feet. And while some new story elements may rub some players up the wrong way, they keep things feeling fresh, and make us keen to see where Square Enix will take things next. Ultimately, Final Fantasy VII Rebirth has exceeded our expectations, building on the original game and indeed Final Fantasy VII Remake, delivering a sequel that feels bigger and better in all regards.",7
"An alloy of several winning gaming formulas, combing great graphics, wonderful sound, and deep, engrossing game play. And though it may not appeal right away to those of short attention spans, given a chance, you&#146;ll find yourself being sucked into it, enjoying it to its fullest extent.",10
"Though The Sexy Brutale fumbles a few times -- especially near the end when it rushes toward a narrative payoff -- it never hurts the experience. Uncovering the mansion's secrets and the twisted plot that dooms its guests is exciting. Compared to almost any other puzzle game, The Sexy Brutale's dark tone and inspired art stand out from the crowd. Solving murder might not be the most cheerful work, but it's one hell of a good time.",9
"Warhammer 40.000: Kill Team is brain off, guns out. The ""Orc slicing"" is fun especially at the beginning but is more and more running out of air the further you get. Warhammer fans may consider a buy everyone else should probably keep his/her axe at home considering a 800 MS Points price point.",8
Nothing but a copycat of the original Tropico game comes with small arrangements like a road building system or 3D visuals. Yet it is a catchy and reliable “dictatorship” game. [Nov 2009],6
"I fear my childhood has prevented me from giving Nebuchadnezzar a fair chance. It was never going to meet my expectations because I was holding it up to a level of quality that few have been able to match in the past 20 years. This isn't a bad game; it just not one that you'll remember in a year, forget a decade. So instead of recommending this, I recommend you instead spend half as much and buy Pharoah instead.",6
"I just can't find any redeeming qualities in this game. It's not overly exciting, it looks almost exactly like the original Grand Theft Auto, only much smaller, and the game lacks any humor or interesting content.",5
"All in all, Trek to Yomi is a pretty solid game if a little short. I won’t fault a game for being single-digit hours long, as long as it delivers a good story; Trek to Yomi certainly did. As mentioned prior, the additional story path options potentially take the game up to a good probably 10 hours, assuming all are approximately the same. The challenge offered by completing the game on higher difficulties can also invite a challenge to squeeze a few more hours out, and the combat is fun enough to welcome a playthrough just for difficulties sake.",3
"Although the first wave of the Splatoon 3: Expansion Pass was a bit underwhelming, the release of the second wave, Side Order, makes the DLC an absolute must-have for Splatoon fans and those who are fond of the roguelite genre. The Splatoon IP has always primarily focused on online multiplayer, but Side Order further proves that its single-player offerings shouldn’t be overlooked either. If you already own Splatoon 3, getting the Expansion Pass is a no-brainer for the price, but if you don’t, now is a better time than ever to join in on the splatastic fun. Splatoon 3: Expansion Pass is available now via the Nintendo eShop.",7
"Kingdom Hearts HD 2.8 Final Chapter Prologue is the best way to discover Dream Drop Distance (if you didn't play the original) and a wonderful teaser for Kingdom Hearts 3. But the wait, supposed to be easier, is now worse. ¡Come on, Nomura! ¡Bring it on!",6
"Darksiders II is an absolutely outstanding experience, the combat is fluid, the story is well written, the RPG elements add a lot of depth and the side quests will add many extra hours to your time with the game. As we enter the twilight of the 360's life, this really is a stand out game of the highest quality.",9
"Ultimately, Atari Flashback Classics is a fine collection. The sheer quantity of entertainment software is reason enough to warrant a look. Alongside certified arcade greats, is a wealth of middling-to-fun Atari 2600 and 5200 titles. Even those that weren't around back then will probably be able to find something that they can really connect with, with one example being the previously-unreleased Aquaventure. Of course, considering the era in which these were made, it might be extremely difficult to garner any appreciation for what's here. Still, it is a valuable time capsule for those who weren't around for gaming's infancy.",7
"Hotline Miami is a prime example of how awesome indie game can be. It's creative, it's free spirited and it's cool as hell. This really is a must to buy for fans of highly original games.",9
"I was addicted to Boyfriend Dungeon for the two days I played it. While the game is not without flaws, I do wish that it had been longer. While having multiple flings in Verona Beach was a delightful romp, it always felt like there should have been more content than there was. However, I had so much fun playing this game, even when it became uncomfortable I still felt compelled to see where the story would go and how the characters would develop. Boyfriend Dungeon is the right kind of weird that keeps you wanting just one more dungeon run, even when it stalls out on you way too early.",8
"Derivative to say the least, Marlow Briggs and the Mask of Death clearly owes God of War for many of its characteristics. Nevertheless, it's an entertaining ride while it lasts and a good example of how, sometimes, action games can lean just on their button-mashing basis to be fun.",6
"And in declining to make any kind of meaningful statement about its environmental themes, After Us only demonstrates that, like its protagonist, it has nothing to say for itself. [Issue#386, p.116]",4
